RowNumber,FieldName,ErrorCode,Message
56,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
56,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
57,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
57,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
57,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
57,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
58,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
58,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
58,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
58,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
59,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
59,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
59,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
59,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
60,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
60,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
60,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
60,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
61,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
61,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
61,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
61,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
62,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
62,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
62,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
62,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
63,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
63,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
63,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
63,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
64,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
64,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
64,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
64,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
65,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
65,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
65,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
65,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
66,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
66,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
66,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
66,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
67,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
67,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
67,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
67,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
68,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
68,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
68,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
68,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
69,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
69,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
69,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
69,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
70,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
70,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
70,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
70,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
71,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
71,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
71,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
71,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
72,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
72,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
72,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
72,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
73,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
73,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
73,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
73,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
74,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
74,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
74,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
74,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
75,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
75,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
75,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
75,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
76,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
76,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
76,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
76,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
77,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
77,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
77,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
77,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
78,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
78,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
78,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
78,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
79,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
79,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
79,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
79,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
80,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
80,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
80,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
80,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
81,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
81,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
81,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
81,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
82,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
82,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
82,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
82,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
83,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
83,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
83,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
83,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
84,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
84,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
84,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
84,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
85,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
85,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
85,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
85,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
86,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
86,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
86,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
86,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
87,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
87,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
87,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
87,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
88,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
88,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
88,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
88,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
89,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
89,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
89,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
89,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
90,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
90,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
90,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
90,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
91,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
